origin,destination,fare,f
Bandarawela,Ella,160.0,"[:Fare {fare: 160.0, route_id: route_db78ea66_254_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Maharagama,1240.0,"[:Fare {fare: 1240.0, route_id: route_db78ea66_322_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Homagama,1195.0,"[:Fare {fare: 1195.0, route_id: route_db78ea66_323_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Balangoda,490.0,"[:Fare {fare: 490.0, route_id: route_db78ea66_329_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Pabahinna,365.0,"[:Fare {fare: 365.0, route_id: route_db78ea66_330_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Haldumulla,245.0,"[:Fare {fare: 245.0, route_id: route_db78ea66_331_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Haputhale,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_332_1767932356, route_type: Normal Route, fare_type: AC}]"
Bandarawela,Arugambe,940.0,"[:Fare {fare: 940.0, route_id: route_db78ea66_245_1767932356, route_type: Normal Route, fare_type: AC}]"
Homagama,Maharagama,100.0,"[:Fare {fare: 100.0, route_id: route_db78ea66_257_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Awissawella,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_286_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Ahaliyagoda,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_287_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Kuruwita,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_288_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Ratnapura,345.0,"[:Fare {fare: 345.0, route_id: route_db78ea66_289_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Palmadulla,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_290_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Maharagama,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_284_1767932356, route_type: Normal Route, fare_type: AC}]"
Balangoda,Homagama,790.0,"[:Fare {fare: 790.0, route_id: route_db78ea66_285_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Awissawella,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_294_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Ahaliyagoda,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_295_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Kuruwita,535.0,"[:Fare {fare: 535.0, route_id: route_db78ea66_296_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Ratnapura,470.0,"[:Fare {fare: 470.0, route_id: route_db78ea66_297_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Palmadulla,345.0,"[:Fare {fare: 345.0, route_id: route_db78ea66_298_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Maharagama,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_292_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Homagama,910.0,"[:Fare {fare: 910.0, route_id: route_db78ea66_293_1767932356, route_type: Normal Route, fare_type: AC}]"
Pabahinna,Balangoda,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_299_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Awissawella,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_303_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Ahaliyagoda,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_304_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Kuruwita,660.0,"[:Fare {fare: 660.0, route_id: route_db78ea66_305_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Ratnapura,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_306_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Palmadulla,470.0,"[:Fare {fare: 470.0, route_id: route_db78ea66_307_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Maharagama,1075.0,"[:Fare {fare: 1075.0, route_id: route_db78ea66_301_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Homagama,1030.0,"[:Fare {fare: 1030.0, route_id: route_db78ea66_302_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Balangoda,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_308_1767932356, route_type: Normal Route, fare_type: AC}]"
Haldumulla,Pabahinna,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_309_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Awissawella,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_313_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Ahaliyagoda,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_314_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Kuruwita,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_315_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Ratnapura,660.0,"[:Fare {fare: 660.0, route_id: route_db78ea66_316_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Palmadulla,535.0,"[:Fare {fare: 535.0, route_id: route_db78ea66_317_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Maharagama,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_311_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Homagama,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_312_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Balangoda,390.0,"[:Fare {fare: 390.0, route_id: route_db78ea66_318_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Pabahinna,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_319_1767932356, route_type: Normal Route, fare_type: AC}]"
Haputhale,Haldumulla,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_320_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Awissawella,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_336_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Ahaliyagoda,1060.0,"[:Fare {fare: 1060.0, route_id: route_db78ea66_337_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Kuruwita,965.0,"[:Fare {fare: 965.0, route_id: route_db78ea66_338_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Ratnapura,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_339_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Palmadulla,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_340_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Bandarawela,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_345_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Maharagama,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_334_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Homagama,1340.0,"[:Fare {fare: 1340.0, route_id: route_db78ea66_335_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Balangoda,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_341_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Pabahinna,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_342_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Haldumulla,390.0,"[:Fare {fare: 390.0, route_id: route_db78ea66_343_1767932356, route_type: Normal Route, fare_type: AC}]"
Haliala,Haputhale,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_344_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Awissawella,1180.0,"[:Fare {fare: 1180.0, route_id: route_db78ea66_349_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Ahaliyagoda,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_350_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Kuruwita,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_351_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Ratnapura,940.0,"[:Fare {fare: 940.0, route_id: route_db78ea66_352_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Palmadulla,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_353_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Bandarawela,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_358_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Maharagama,1425.0,"[:Fare {fare: 1425.0, route_id: route_db78ea66_347_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Homagama,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_348_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Balangoda,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_354_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Pabahinna,555.0,"[:Fare {fare: 555.0, route_id: route_db78ea66_355_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Haldumulla,435.0,"[:Fare {fare: 435.0, route_id: route_db78ea66_356_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Haputhale,365.0,"[:Fare {fare: 365.0, route_id: route_db78ea66_357_1767932356, route_type: Normal Route, fare_type: AC}]"
Badulla,Haliala,100.0,"[:Fare {fare: 100.0, route_id: route_db78ea66_359_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Awissawella,1220.0,"[:Fare {fare: 1220.0, route_id: route_db78ea66_468_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Ahaliyagoda,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_469_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Kuruwita,1040.0,"[:Fare {fare: 1040.0, route_id: route_db78ea66_470_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Ratnapura,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_471_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Palmadulla,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_472_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Bandarawela,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_477_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Maharagama,1460.0,"[:Fare {fare: 1460.0, route_id: route_db78ea66_466_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Homagama,1415.0,"[:Fare {fare: 1415.0, route_id: route_db78ea66_467_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Balangoda,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_473_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Pabahinna,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_474_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Haldumulla,470.0,"[:Fare {fare: 470.0, route_id: route_db78ea66_475_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Haputhale,400.0,"[:Fare {fare: 400.0, route_id: route_db78ea66_476_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Haliala,160.0,"[:Fare {fare: 160.0, route_id: route_db78ea66_478_1767932356, route_type: Normal Route, fare_type: AC}]"
Dunhinda,Badulla,80.0,"[:Fare {fare: 80.0, route_id: route_db78ea66_479_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Awissawella,1350.0,"[:Fare {fare: 1350.0, route_id: route_db78ea66_483_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Ahaliyagoda,1270.0,"[:Fare {fare: 1270.0, route_id: route_db78ea66_484_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Kuruwita,1175.0,"[:Fare {fare: 1175.0, route_id: route_db78ea66_485_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Ratnapura,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_486_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Palmadulla,985.0,"[:Fare {fare: 985.0, route_id: route_db78ea66_487_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Bandarawela,435.0,"[:Fare {fare: 435.0, route_id: route_db78ea66_492_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Maharagama,1590.0,"[:Fare {fare: 1590.0, route_id: route_db78ea66_481_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Homagama,1545.0,"[:Fare {fare: 1545.0, route_id: route_db78ea66_482_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Balangoda,845.0,"[:Fare {fare: 845.0, route_id: route_db78ea66_488_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Pabahinna,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_489_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Haldumulla,600.0,"[:Fare {fare: 600.0, route_id: route_db78ea66_490_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Haputhale,535.0,"[:Fare {fare: 535.0, route_id: route_db78ea66_491_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Haliala,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_493_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Badulla,245.0,"[:Fare {fare: 245.0, route_id: route_db78ea66_494_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Dunhinda,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_495_1767932356, route_type: Normal Route, fare_type: AC}]"
Meegahakiwla,Thaldena,160.0,"[:Fare {fare: 160.0, route_id: route_db78ea66_437_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Awissawella,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_151_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Ahaliyagoda,745.0,"[:Fare {fare: 745.0, route_id: route_db78ea66_152_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Kuruwita,645.0,"[:Fare {fare: 645.0, route_id: route_db78ea66_153_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Ratnapura,580.0,"[:Fare {fare: 580.0, route_id: route_db78ea66_154_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Palmadulla,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_155_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Godakawela,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_156_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Udawalawa Junction,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_157_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Ambilipitiya,120.0,"[:Fare {fare: 120.0, route_id: route_db78ea66_158_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Maharagama,1060.0,"[:Fare {fare: 1060.0, route_id: route_db78ea66_149_1767932356, route_type: Normal Route, fare_type: AC}]"
Sewanagala,Homagama,1020.0,"[:Fare {fare: 1020.0, route_id: route_db78ea66_150_1767932356, route_type: Normal Route, fare_type: AC}]"
Makumbura,Akkaraipattu,2680.0,"[:Fare {fare: 2680.0, service_type: Super Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:18.877000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Akkaraipattu,2160.0,"[:Fare {fare: 2160.0, service_type: Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:20.938000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Matara,970.0,"[:Fare {fare: 970.0, service_type: Super Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:15.900000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Matale,980.0,"[:Fare {fare: 980.0, service_type: Luxury, route_type: Other Expressway, created_at: 2026-01-09T11:02:21.292000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Angunakolapelessa,1260.0,"[:Fare {fare: 1260.0, service_type: Super Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:19.585000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Kegalle,560.0,"[:Fare {fare: 560.0, service_type: Luxury, route_type: Other Expressway, created_at: 2026-01-09T11:02:21.437000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Madolsima,2320.0,"[:Fare {fare: 2320.0, service_type: Super Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:18.992000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Madolsima,1880.0,"[:Fare {fare: 1880.0, service_type: Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:21.068000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Nugegoda,120.0,"[:Fare {fare: 120.0, route_id: route_db78ea66_161_1767932356, route_type: Normal Route, fare_type: AC}]"
Makumbura,Ampara,2130.0,"[:Fare {fare: 2130.0, service_type: Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:20.821000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Monaragala,1640.0,"[:Fare {fare: 1640.0, service_type: Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:20.598000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Makumbura,Badulla,1770.0,"[:Fare {fare: 1770.0, service_type: Luxury, route_type: Southern Expressway, created_at: 2026-01-09T11:02:20.712000000Z, source: Expressway Fare Ad - 2024-10-02, fare_type: AC}]"
Kaluaggala,Nugegoda,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_163_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaluaggala,Makumbura,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_164_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Mawanalla,920.0,"[:Fare {fare: 920.0, route_id: route_db78ea66_303_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Matale,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_307_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Nawula,490.0,"[:Fare {fare: 490.0, route_id: route_db78ea66_308_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Dambulla,390.0,"[:Fare {fare: 390.0, route_id: route_db78ea66_309_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Awissawella,1285.0,"[:Fare {fare: 1285.0, route_id: route_db78ea66_299_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Galigamuwa,1030.0,"[:Fare {fare: 1030.0, route_id: route_db78ea66_301_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Habarana,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_310_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Kegalle,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_302_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Katugastota,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_304_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Akurana,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_306_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Nugegoda,1545.0,"[:Fare {fare: 1545.0, route_id: route_db78ea66_296_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Galoya Junction,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_311_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Aguruwalla,1160.0,"[:Fare {fare: 1160.0, route_id: route_db78ea66_300_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Makumbura,1490.0,"[:Fare {fare: 1490.0, route_id: route_db78ea66_297_1767932356, route_type: Normal Route, fare_type: AC}]"
Galpoththa police cheakpoint,Kaluaggala,1370.0,"[:Fare {fare: 1370.0, route_id: route_db78ea66_298_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Mawanalla,1150.0,"[:Fare {fare: 1150.0, route_id: route_db78ea66_357_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Matale,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_361_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Nawula,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_362_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Dambulla,620.0,"[:Fare {fare: 620.0, route_id: route_db78ea66_363_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Awissawella,1515.0,"[:Fare {fare: 1515.0, route_id: route_db78ea66_353_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Galigamuwa,1260.0,"[:Fare {fare: 1260.0, route_id: route_db78ea66_355_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Habarana,490.0,"[:Fare {fare: 490.0, route_id: route_db78ea66_364_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Kegalle,1225.0,"[:Fare {fare: 1225.0, route_id: route_db78ea66_356_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Katugastota,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_358_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Akurana,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_360_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Nugegoda,1780.0,"[:Fare {fare: 1780.0, route_id: route_db78ea66_350_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Galoya Junction,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_365_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Kanthale,240.0,"[:Fare {fare: 240.0, route_id: route_db78ea66_367_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Thambalagamuwa,100.0,"[:Fare {fare: 100.0, route_id: route_db78ea66_368_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Aguruwalla,1390.0,"[:Fare {fare: 1390.0, route_id: route_db78ea66_354_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Makumbura,1725.0,"[:Fare {fare: 1725.0, route_id: route_db78ea66_351_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Kaluaggala,1605.0,"[:Fare {fare: 1605.0, route_id: route_db78ea66_352_1767932356, route_type: Normal Route, fare_type: AC}]"
Surangal Junction,Galpoththa police cheakpoint,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_366_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Mawanalla,1260.0,"[:Fare {fare: 1260.0, route_id: route_db78ea66_398_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Matale,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_402_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Nawula,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_403_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Dambulla,735.0,"[:Fare {fare: 735.0, route_id: route_db78ea66_404_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Awissawella,1620.0,"[:Fare {fare: 1620.0, route_id: route_db78ea66_394_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Galigamuwa,1370.0,"[:Fare {fare: 1370.0, route_id: route_db78ea66_396_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Habarana,600.0,"[:Fare {fare: 600.0, route_id: route_db78ea66_405_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Kegalle,1340.0,"[:Fare {fare: 1340.0, route_id: route_db78ea66_397_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Katugastota,1205.0,"[:Fare {fare: 1205.0, route_id: route_db78ea66_399_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Akurana,1060.0,"[:Fare {fare: 1060.0, route_id: route_db78ea66_401_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Nugegoda,1890.0,"[:Fare {fare: 1890.0, route_id: route_db78ea66_391_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Galoya Junction,525.0,"[:Fare {fare: 525.0, route_id: route_db78ea66_406_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Kanthale,345.0,"[:Fare {fare: 345.0, route_id: route_db78ea66_408_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Thambalagamuwa,240.0,"[:Fare {fare: 240.0, route_id: route_db78ea66_409_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Kinniya,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_411_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Aguruwalla,1500.0,"[:Fare {fare: 1500.0, route_id: route_db78ea66_395_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Makumbura,1835.0,"[:Fare {fare: 1835.0, route_id: route_db78ea66_392_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Kaluaggala,1710.0,"[:Fare {fare: 1710.0, route_id: route_db78ea66_393_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Galpoththa police cheakpoint,425.0,"[:Fare {fare: 425.0, route_id: route_db78ea66_407_1767932356, route_type: Normal Route, fare_type: AC}]"
4 Kanuwa,Surangal Junction,190.0,"[:Fare {fare: 190.0, route_id: route_db78ea66_410_1767932356, route_type: Normal Route, fare_type: AC}]"
Thaldena,Badulla,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_435_1767932356, route_type: Normal Route, fare_type: AC}]"
Buddankotte,Badulla,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_438_1767932356, route_type: Normal Route, fare_type: AC}]"
Buddankotte,Meegahakiwla,160.0,"[:Fare {fare: 160.0, route_id: route_db78ea66_440_1767932356, route_type: Normal Route, fare_type: AC}]"
Buddankotte,Thaldena,240.0,"[:Fare {fare: 240.0, route_id: route_db78ea66_439_1767932356, route_type: Normal Route, fare_type: AC}]"
17 junction,Badulla,435.0,"[:Fare {fare: 435.0, route_id: route_db78ea66_441_1767932356, route_type: Normal Route, fare_type: AC}]"
17 junction,Meegahakiwla,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_443_1767932356, route_type: Normal Route, fare_type: AC}]"
17 junction,Thaldena,345.0,"[:Fare {fare: 345.0, route_id: route_db78ea66_442_1767932356, route_type: Normal Route, fare_type: AC}]"
17 junction,Buddankotte,190.0,"[:Fare {fare: 190.0, route_id: route_db78ea66_444_1767932356, route_type: Normal Route, fare_type: AC}]"
